item,unit,budget,jan,feb,march,april,may,june,july,aug,sep,oct,nov,dec,price
ACETATE,roll,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
"CARBON FILM, A4",box,0,0,0,0,0,0,0,0,0,0,0,0,0,250
"CARBON FILM, legal",box,0,0,0,0,0,0,0,0,0,0,0,0,0,250
