item,unit,budget,jan,feb,march,april,may,june,july,aug,sep,oct,nov,dec,price
PHILIPPINE NATIONAL FLAG,"     piece",0,0,0,0,0,0,,0,,0,,0,0,300
,,,,,,,,,,,,,,,2500
