item,unit,budget,jan,feb,march,april,may,june,july,aug,sep,oct,nov,dec,price
Alantek CAT 6 UTP Cable 4 Pair Solid 23AWG 305 Meters (301-6008LG-00GY),box,"16,000.00",,,,,,,,,,,,,"8,000.00"
